method,model_id,dataset,split,sample_index,max_eval_tokens,max_context_tokens,max_new_tokens,kv_budget,budget_mode,sink_tokens,recent_tokens,warmup_tokens,compress_interval,middle_strategy,sensitivity_alpha,ppl,ppl_avg_cache_length,speed_avg_cache_length,ttft_sec,tpot_sec,throughput_tok_per_sec,decode_total_sec,budgets,sensitivities,device
improved_pyramidkv,/KV/models/pythia-70m,wikitext,test,0,2048,1536,128,1536,pyramid,4,512,1536,256,landmark,0.0,74.627618,863.921837,1151.000000,0.020506,0.004759,204.840918,0.604369,"[768, 1382, 1229, 1075, 922, 768]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cuda
